user_id,username,email,profile_name,profile_heading,date_of_birth,relationship_status,body_type,children,smoker,location,age,my_story,personality_traits,communication_style,life_priorities,core_values,arrangement_preferences,age_min,age_max,location_preference,max_distance,lifestyle_interests,looking_for,profile_image,additional_image_1,additional_image_2,additional_image_3,additional_image_4,private_image_1,private_image_2,private_image_3,private_image_4,private_image_5,gender
635,lipstix,synergydating+lipstix@gmail.com,lipstix,Open to suggestions,11-08-1995,Single,average,,No,"Gold Coast QLD, Australia",30.0,"Free spirited, I gravitate to the good in life and people. You're find me outdoors as much as possible at the beach or bushwalking. I design swim suits and love all things associated with  fashion.",progressive,practical,wealth,loyalty,monogamous,25.0,40.0,country wide,20km,cooking,"Looking for a successful gent who enjoys great dates, real chemistry and mutually rewarding arrangements.",https://adultarrangements.com/wp-content/uploads/2022/07/10ccecab-8db2-4241-a1d0-147920ca612b.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/07a056a2-bf25-4684-93e6-dc53d2a09cda1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/64b1ab11-70c1-423f-a275-a28b495c17c91.jpg,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/31c582d6-df18-45e5-9d68-efe3afe3200c1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/53cff3e4-5b41-4fc4-95fa-b345753ea0531.jpg,,,,Female
636,juicyfruity,synergydating+juicyfruity@gmail.com,juicyfruity,All the woman you will need,03-07-1992,Single,slim,Rather not say,No,"Bondi Junction NSW, Australia",33.0,"Well hello, what to tell? I have curves in all of the right places. I love to keep in shape as much as I love cooking and eating out. Looking for a man that I can have a mutually beneficial relationship with. The ore you care and look after me the more I will recipricate. Looking forward to seeing what gentlemen are out there.",extroverted,playful,health,loyalty,long_term,28.0,43.0,country wide,5km,photography,"Hoping to meet a caring, respectful gent who enjoys spoiling and being spoiled in return.",https://adultarrangements.com/wp-content/uploads/2022/07/65f90c69-f431-4a6c-9718-db3d5aa6f39e.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/63fc995d-86e7-4db7-a1c9-8f992b8eff6b.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/4c83bb40-d62a-429b-892d-76821e2e43cd.jpg,,,,,,,,Female
637,sportyluvbabe,synergydating+sportyluvbabe@gmail.com,sportyluvbabe,my profile name says it all,11-03-1997,Single,average,,Yes,"Surry Hills NSW, Australia",28.0,"Again , my profile name says it all lol xx",ambitious,direct,wealth,stability,discuss,23.0,38.0,country wide,20km,travel,"Seeking a generous, established gentleman for a mutually beneficial connection. Let's enjoy the finer things in life together.",https://adultarrangements.com/wp-content/uploads/2022/07/40fd7f20-59ac-49ba-9eb5-8c1beb2c2f2b.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/42e5557e-dc5c-4ea5-b1ac-86099f535bf8.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/21170d2a-86e1-47c2-af47-3135262a35bb.jpg,,,,,,,,Female
638,Lunaxx,synergydating+Lunaxx@gmail.com,Lunaxx,your very own Lucy Liu,26-08-2001,Single,athletic,,Yes,"Perth WA, Australia",24.0,"Sophisticated, well travelled young lady . Currently studying a PHD. I know what I want. Question is do you ? If so message away and let's make this happen.",optimistic,direct,travel,stability,long_term,19.0,34.0,country wide,50km,cooking,"Looking for a confident, successful man who appreciates a athletic woman with personality and ambition.",https://adultarrangements.com/wp-content/uploads/2022/07/53f7b442-9449-424e-8a7f-180098b4d460.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/49ea4361-1195-4d18-acf1-67ba21563c71.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/2392ebcf-e3eb-4714-be61-7299719a3ea6.jpg,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/8cda3f5a-cce0-429c-9cec-2818d332245d.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/39d9a592-fd9c-42f0-a2bd-f518c524c611.jpg,,,,Female
639,yourose,synergydating+yourose@gmail.com,yourose,What are you waiting for?,11-02-1990,Rather Not Say,average,Rather not say,No,"Manly NSW, Australia",35.0,"Bubbly, bright with curves in al of the right places. Thats the physical side ticked. Spiritually driven, I consider myself well read so if your looking for a pretty dummy I will disappoint you there.",empathetic,thoughtful,travel,adventure,casual,30.0,45.0,country wide,5km,sailing,"Hoping to meet a caring, respectful gent who enjoys spoiling and being spoiled in return.",https://adultarrangements.com/wp-content/uploads/2022/07/4d980b98-8530-405d-84bc-6c6764e7aeac1.jpg,,,,,,,,,,Female
640,Lala19,synergydating+Lala19@gmail.com,Lala19,Cherry lips,05-11-2006,Single,athletic,,No,"Gold Coast QLD, Australia",19.0,"Young, attractive, bubbly girl. When the weather is good you will find me at the beach.I love to go to the gym and swim in the ocean. Im a vegan so please respect that should we meat I mean meet up lol.",realistic,thoughtful,travel,stability,casual,18.0,28.0,country wide,30km,fine_dining,"Seeking a generous, established gentleman for a mutually beneficial connection. Let's enjoy the finer things in life together.",https://adultarrangements.com/wp-content/uploads/2022/07/945039705c4413e93ca8faea4bdeb59ef1d.jpg,,,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/257580d5e437f6c16448b56df9fae138759.jpg,,,,,Female
641,Chika,synergydating+Chika@gmail.com,Chika,Worth a look,21-10-2003,Single,athletic,,No,"Liverpool NSW, Australia",22.0,"Pretty. Well gorgeous ,was being a little modest there. Not academic, with looks like this I can give studying a miss : ) xx I make up for my knowledge of quantum mechanics in other ways. Want to find out what I'm really good at ? Then message me. If your worth my time I will most certainly be worth yours. If your not I'll probably just humiliate you in my rejection lol.",introverted,emotional,career,ambition,marriage,18.0,32.0,country wide,10km,reading,"Looking for a successful gent who enjoys great dates, real chemistry and mutually rewarding arrangements.",https://adultarrangements.com/wp-content/uploads/2022/07/699fe6bcfbbba04ed8c2d14c50203af75bd.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/16f4dc61990a8bbf68a0bb76b366efc7111.jpg,,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/71222e75bf019d6b5deaa8cff5e0018b7451.jpg,,,,,Female
642,love 25,synergydating+love 25@gmail.com,love 25,Blonde bombshell,12-03-1994,Rather Not Say,slim,,No,"Sunshine Coast QLD, Australia",31.0,"Intelligent and pretty, I take pride in always looking my best. Thats not to say I'm not just as happy to lounge around in my PJs with Doritos all over me watching a good movie. Apart from the Doritos on me I am all class. I love animals, as result I'm a strict vegetarian. But I don't push my beliefs on others. Just I most probably wouldn't kiss you if you just are a steak. Relationships are all about mutual respect for each other I beleive.",optimistic,intellectual,wealth,compassion,discuss,26.0,41.0,country wide,5km,photography,"Looking for a successful gent who enjoys great dates, real chemistry and mutually rewarding arrangements.",https://adultarrangements.com/wp-content/uploads/2022/07/f78aefa0-96d8-45e0-a0b3-87f69b8581a6.jpg,,,,,,,,,,Female
643,Jaze12,synergydating+Jaze12@gmail.com,Jaze12,im a pocket rocket,15-08-2002,Single,athletic,,Yes,"Perth WA, Australia",23.0,"Petite, I love to have fun, going out to dinner, dancing and I'm a movie buff._x000D_
My favourite movie is Dr sleep. Im open to see where this can lead to. To start with I would like to pursue an online relationship. Exchange pictures and message. See what happens from there.",extroverted,direct,creativity,ambition,casual,18.0,33.0,country wide,30km,fashion,"Looking for a successful gent who enjoys great dates, real chemistry and mutually rewarding arrangements.",https://adultarrangements.com/wp-content/uploads/2022/07/433534576c91660b0714c23cb9a748f458.jpg,,,,,,,,,,Female
644,sexe69,synergydating+sexe69@gmail.com,sexe69,Please. Me,27-08-2003,Single,athletic,,No,"Dulwich Hill NSW, Australia",22.0,"Bit of a rev head, I love cars and anything that goes fast. Im currently studying full time nursing. Im confident and can hold conversation. Happy in all areas be that a restaurant a club or on the couch.",ambitious,direct,career,loyalty,marriage,18.0,32.0,country wide,10km,wine,"Hoping to meet a caring, respectful gent who enjoys spoiling and being spoiled in return.",https://adultarrangements.com/wp-content/uploads/2022/07/230c97113708538bc9a161665a49ff2cf23.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/8793ea74735b9ca5d413fe622332f38ecc7.jpg,,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/9107f291c2691ee44b8120952829e20d07.jpg,,,,,Female
645,cumtryme,synergydating+cumtryme@gmail.com,cumtryme,yummy mummy,03-09-1988,Divorced,athletic,2,Yes,"Bankstown NSW, Australia",37.0,"Im a divorced mother of 2 beautiful children and I'm now hot, single and ready to mingle.",creative,emotional,growth,ambition,travel,32.0,47.0,country wide,30km,reading,"Looking for a confident, successful man who appreciates a athletic woman with personality and ambition.",https://adultarrangements.com/wp-content/uploads/2022/07/70396954c9766b03caa3b8bbb6c6e7e0d12.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/419a37f79ed99153881ec812e8672a44aa5.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/677c084a416e61540568d35402c503ce9ea.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/29098979762f51aaaf26b4b05397600bdc2.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/504435bfd69e342a3f93d6f234c5d769241.jpg,,,,,,Female
646,1babe,synergydating+1babe@gmail.com,1babe,#1 Babe,04-04-2003,Single,slim,,No,"Dulwich Hill NSW, Australia",22.0,Im a dancer. I look after myself. Fashionista. Foody. fitness freak.,extroverted,practical,creativity,ambition,monogamous,18.0,32.0,country wide,10km,theater,"Keen to connect with a mature, generous man who values discretion, fun and good company.",https://adultarrangements.com/wp-content/uploads/2022/07/856dc69c7e8da3ef6c8fb0ddff222c4c811.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/63672c96ee6e8f7abe433005afe7f7ab0f9.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/83154213a451cade9e573a2f2aa35986b1d.jpg,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/66c7c0ed2a097af4ee9ea87ad9ff1d1cdd.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/789480aa44fe0df641feaeea60064d12423.jpg,,,,Female
647,bubbut,synergydating+bubbut@gmail.com,bubbut,Booty calls,17-02-2002,Single,slim,,No,"Woy Woy NSW, Australia",23.0,"New to sugar dating, excited to see where it leads. Open minded with a vivacious spirit.",spontaneous,emotional,growth,honesty,monogamous,18.0,33.0,country wide,10km,fine_dining,"Seeking a generous, established gentleman for a mutually beneficial connection. Let's enjoy the finer things in life together.",https://adultarrangements.com/wp-content/uploads/2022/07/2152bf77dd2892b5e4308d3f993f032b582.jpg,,,,,,,,,,Female
648,jettt,synergydating+jettt@gmail.com,jettt,Here for good time not along time,07-03-2001,Single,average,,No,"Hornsby NSW, Australia",24.0,Bubbly outgoing gal. Extremely open minded and easy going. Im the first up to dance when I go out. Definitely not a shy person. Im at uni at present looking to graduate with a PPHD at the end.,empathetic,playful,growth,compassion,marriage,19.0,34.0,country wide,30km,travel,"Looking for a confident, successful man who appreciates a average woman with personality and ambition.",https://adultarrangements.com/wp-content/uploads/2022/07/87723eff4a5c50b7fcd3b7fb577476f477b__-480x480-1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/6eca9960dd7102feb53d118de7925fa2d__-480x480.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/340375126990b9ceb9bfe8153dbe7f21660__-480x480.jpg,,,,,,,,Female
649,Abygal,synergydating+Abygal@gmail.com,Abygal,Lets have an adventure,13-07-1999,Single,average,,No,"Perth WA, Australia",26.0,fun and outgoing. Love trying new things. Why I am here x,traditional,intellectual,creativity,adventure,open,21.0,36.0,country wide,5km,art,"Hoping to meet a caring, respectful gent who enjoys spoiling and being spoiled in return.",https://adultarrangements.com/wp-content/uploads/2022/07/face_2cf9fdb8ab118fd21e84ebe313c82211_059a068894d1a2e373f4e55a341f2760.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/face_b8cc9e23e51e87d021f1ee9b64b854cb_7112365e6bb1e31e41bd3dbb00bf8b1c.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/face_b8cc9e23e51e87d021f1ee9b64b854cb_a68d09ae816011e0ca714f6d1a8512f9.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/face_2cf9fdb8ab118fd21e84ebe313c82211_1084e72ea14639a47490f4750c2234de.jpg,,,,,,,Female
650,Aliss88,synergydating+Aliss88@gmail.com,Aliss88,"Hey , yes, You",22-07-1996,Single,slim,,No,"St Kilda VIC, Australia",29.0,"I rush in where angels fear to tread. fun , spontanious great cook. Now that's a resume.",introverted,playful,health,honesty,open,24.0,39.0,country wide,any,travel,"Hoping to meet a caring, respectful gent who enjoys spoiling and being spoiled in return.",https://adultarrangements.com/wp-content/uploads/2022/07/face_642f0e9b08641395a2021a08532018fb_ac69b8bad598a14221937401c9cf72b8.jpg,,,,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/thumb_d3d8d6b7c388e8102eedb50b6149c4d6_c49931d9398743a8d62ac2302dd5b717.jpg,,,,,Female
